PeriMac_YF1	PeriMac_YF2	PeriMac_YF3	PeriMac_YF4	PeriMac_YF5	PeriMac_OF1	PeriMac_OF2	PeriMac_OF3	PeriMac_OF4	PeriMac_OF5	PeriMac_YM1	PeriMac_YM2	PeriMac_YM3	PeriMac_YM4	PeriMac_YM5	PeriMac_OM1	PeriMac_OM2	PeriMac_OM3	PeriMac_OM4	PeriMac_OM5
Ptpn18	11.566310651727	11.7833485664822	11.4217814890396	11.4200832089704	11.2928365330018	11.772287513723	11.5282345574677	11.5614747005042	11.6922626279065	11.3618853291082	11.8107063764872	11.5263356886706	11.5418340640219	11.3884774216602	11.3908571389197	11.8248745154184	11.7232149974907	11.5340187507709	11.6554031769028	11.7987899079701
Prss39	5.96684657394721	5.8488999144761	5.97996552446691	5.58690194766628	5.94571450846615	5.78028420382924	5.77730763934934	5.81491115085135	6.12716872867245	5.9204420499682	5.77444932099744	5.86979865488352	6.1287829991064	5.90002413332135	5.77737309178587	6.02197174517244	5.92999159420547	5.93326860039479	5.88539290095207	5.90062922757764
Arhgef4	7.10929660938381	6.71637735911287	7.13692716614434	7.03939420754371	6.93101851161214	6.8448869900382	6.90168405045595	6.7816160561464	7.14095783141342	6.71586653183862	6.99603922322571	6.91328301922086	7.13199785022626	7.16689142092082	7.21466321056039	6.84242677082942	7.03717336728009	7.24214035629367	7.09901574144185	6.94229918614659
Fam168b	10.8540746227649	10.8567976925652	10.884073896389	11.1023905845295	10.914274588632	10.6651820221225	10.6420391878506	10.7381512678401	10.6879080437035	10.8340966155583	10.8780227697166	11.0144775523262	10.9608446077305	10.8261917131189	11.0171924572818	10.9338604953094	10.9321505525592	11.0306085719853	10.8992938318216	10.6910895952637
Plekhb2	10.7816775786596	10.6903973779124	10.6122505013445	10.8387804878049	10.8179828865537	10.7524660196045	10.718753417683	10.6662152109983	10.6501080835942	10.6926870813659	10.5200345124172	10.698197816366	10.8843129473132	10.6299499645061	10.6084692673158	10.7629014717617	10.7525935787999	11.2526913084753	10.7609823073022	10.4473753328937
Hs6st1	11.1092492714616	10.8468643375558	10.940540405805	10.4520377209854	10.5499469853756	11.0689768415576	11.0958124434056	11.0586796169317	10.8580266597212	10.7961881622383	11.1777649092512	11.1925420059498	10.960016205149	10.7671585303508	10.7523628325686	11.0696157523076	11.2251091130313	10.4674627269965	10.981936652612	11.0074183167918
Uggt1	12.5706277660271	12.6482814587112	12.2978960270477	12.4055813156027	12.5843579880524	12.6111056043869	12.2343739904782	12.3312845205887	12.5296498734536	12.4022858950835	12.5223727051187	12.4539413579066	12.5484452078059	12.4107994852142	12.3836178683851	12.7965650726608	12.615682993122	12.9543394418404	12.444430740846	12.5584294723967
Neurl3	10.915508816397	10.3912159323738	10.7430176662027	10.4836633967447	10.6383409690497	10.8368114183659	10.6229726146065	10.6095244971797	10.6638306396385	10.673803261161	10.9373101650744	10.9844102587885	10.8309359251202	10.7895804142207	10.6131179943306	11.0855007215275	11.0302919240794	10.9366936828826	10.9745491563609	10.4579586607935
Arid5a	9.37391914167436	9.31675828080242	9.4226926383586	9.19739327048254	9.2367993780057	9.24331733707014	9.4263820868703	9.55058350542452	9.52975349311681	9.38023587254712	9.07253553363459	8.95862251430331	9.15204083387592	9.34818230095242	9.35290680733475	9.96867020311667	9.30242569170172	9.26395479364771	9.3987271912033	9.14053164312841
Kansl3	10.3252428004499	10.2939668913674	10.4865944923111	10.4237834782591	10.3768043285832	10.4427360573956	10.4337145920791	10.4158097506187	10.3979230195324	10.4425348297339	10.3718582709094	10.3893727650405	10.4468412495932	10.5696730197934	10.424094853408	10.2369180668983	10.1970379058712	10.2655658924	10.2324562592805	10.4961117276237
