baseMean_M	log2FoldChange_M	lfcSE_M	stat_M	pvalue_M	padj_M
Arhgef4	56.872833646583	-0.00646565603818064	0.0137044286855763	-0.471793183541145	0.637074416822765	0.867840072601882
Fam168b	1904.02495980954	-0.00276066854990034	0.00521233232032608	-0.529641699769371	0.596360376622526	0.847511702500554
Plekhb2	1677.49636789797	0.00949323622608614	0.00930833336850469	1.01986422813423	0.307792856899312	0.648561207581309
Hs6st1	1982.09577674788	-0.000891229398983386	0.00973688117465862	-0.0915313007313795	0.927070436230169	0.981942794348066
Uggt1	6217.57185005556	0.0138031254150761	0.00648350028056948	2.12896195230267	0.0332574084080724	0.261254959200648
Neurl3	1841.06380987434	0.00490410346682171	0.00828373347535868	0.592016085670763	0.553839816926593	0.822706126262321
Arid5a	564.952272329455	0.0188666551253421	0.0114444521275568	1.64854157412337	0.099241586778819	0.416025211442959
Kansl3	1266.55814225188	-0.0104445899038294	0.00524521043040487	-1.99126232253435	0.0464520553660627	0.302706162447442
Mir6898	2.93278934898171	-0.090699631347998	0.0630244463439375	-1.43911825663698	0.150117020247032	NA
Fer1l5	19.7637387886105	-0.0616049764528247	0.0199624765882071	-3.08603875779711	0.00202842380196628	0.0603551761452984
Lman2l	246.625341710056	0.00238298216932986	0.00559124225574308	0.426199055653896	0.669962805555693	0.882004670237986
Cnnm4	203.79230630085	0.0102941875166952	0.0059773468867571	1.7222001185011	0.0850332734001362	0.392671953593015
Cnnm3	579.93176316677	-0.00270863611579484	0.0073688186061482	-0.367580783374812	0.713185845796403	0.899541844766152
Ankrd23	122.894619400564	-0.0154729297494361	0.00987175934613755	-1.56739332948691	0.117022782186765	0.443884371638073
Ankrd39	98.4971920227437	-0.0104696651721023	0.00934948360270441	-1.11981213262665	0.262793827989981	0.612183105880928
Sema4c	126.004532836352	-0.00242653179207589	0.00997256471431253	-0.24332073659982	0.807756941546101	0.938735521733598
Cox5b	805.039099122911	0.0154018405663315	0.00658447048731354	2.33911604524717	0.0193294284900456	0.202990241274987
Actr1b	682.12085005691	0.00422993782698145	0.0050081176772062	0.844616300897534	0.398325104757102	0.727155472232565
Zap70	2.60567248015032	-0.0299684755400477	0.0635736647904516	-0.471397639869093	0.637356801072059	NA
Tmem131	3082.07628873036	0.00152424284248373	0.00290116198998033	0.525390463458425	0.599311781636853	0.849245146100791
Inpp4a	2704.02423441835	-0.0173799251615181	0.00553804383644205	-3.13827872707557	0.00169943191548577	0.0549744437070985
Coa5	795.637764752961	0.00825416361533995	0.00591604534443712	1.39521642157482	0.162950586471029	0.506851196827312
Unc50	373.843695876437	0.014710608718266	0.00541431513953642	2.71698420560085	0.00658797514769045	0.11698307538916
Mgat4a	694.020668156499	0.00787115990768517	0.0107568227600125	0.731736506521745	0.464329409641213	0.769790236391343
4930594C11Rik	154.173565768883	-0.00893128546879581	0.00965357554044175	-0.925179010759273	0.354872799525356	0.690906672656157
2010300C02Rik	13.6339300681271	0.00184632343243482	0.0244599416072317	0.0754835584680607	0.939829978654878	0.985903597647243
