baseMean_F	log2FoldChange_F	lfcSE_F	stat_F	pvalue_F	padj_F
Creb1	1344.83903913846	-0.013668584594582	0.00692684734782208	-1.97327642839994	0.0484640769587784	0.459761158316652
Mettl21a	185.041486225062	-0.000102588272855733	0.00695706316608867	-0.01474591654648	0.988234887225937	0.999173987947584
2810408I11Rik	2.04035775943125	0.0325831411853067	0.0623295054154205	0.522756292836644	0.601143858759183	0.960512457371282
Ccnyl1	205.384743113302	0.000437282103089425	0.00673680417339068	0.0649094276506686	0.948246114246217	0.99449484584538
Fzd5	111.353971631303	-0.00915581305834065	0.00943357051023141	-0.970556487430764	0.331769182880864	0.87011070927578
Plekhm3	3547.45248078561	0.000336683228102487	0.00440392087888954	0.0764507895035984	0.939060463621495	0.993615298244628
D630023F18Rik	3.41033138387879	-0.0642982872673766	0.0516180991006887	-1.24565391573125	0.212891479215992	0.789532786105471
Idh1	5158.70819201066	0.00370243003144481	0.004394576218481	0.842499901554687	0.399508194780916	0.908810762118535
Pikfyve	1889.9300965151	-0.00172364492144115	0.00427177216827339	-0.403496453823713	0.686583042970225	0.9733201268228
Rpe	375.50504994653	-0.0131814347488519	0.00791315370893057	-1.6657625055325	0.0957607268532914	0.612420245035638
Kansl1l	344.508483662375	-0.00916235698090056	0.00756507976878402	-1.21113818504696	0.225842448869002	0.801565753057299
Acadl	1548.86518895185	0.0067176609738008	0.00506211950883695	1.32704511659074	0.184493758760876	0.760240600359584
Lancl1	592.597693710132	0.013560747696121	0.00499342573205926	2.71572031382323	0.00661317593469975	0.158137291206187
Ikzf2	147.220337316906	-0.0168472860715117	0.0117532330122925	-1.43341717584357	0.151738652783112	0.716592698055117
Bard1	45.3979232332301	0.0287421120212049	0.0274788971123369	1.0459703642291	0.295574715308965	0.846677638532127
Atic	709.088996706523	-0.000486808473926479	0.00900882039286317	-0.0540368719429827	0.956905787580896	0.994964757728316
Fn1	936147.821186256	-0.020305589502871	0.00658688287253131	-3.08273122443843	0.00205110315886379	0.0710896668433289
Apol7d	5.44184604161957	-0.0297011262104764	0.0340220517615937	-0.87299632657678	0.382665079966657	0.901959304438306
Gm8883	0.532442446487231	0.10775169548064	0.117845563822428	0.914346641363628	0.360534729867827	NA
4933417E11Rik	174.049607864646	0.0035627277092083	0.0088637274162943	0.401944638173202	0.687724770254125	0.973641212552075
Mreg	4.88598160427388	0.00730734042297193	0.0526649682497277	0.13875144457169	0.889646564345783	0.991237894840908
Pecr	57.6907047956611	0.00448898201675281	0.0146148020416721	0.307153118047929	0.758726828111568	0.983291166847503
Xrcc5	6.52055772398786	0.0212094850754109	0.031322285847959	0.677137204428934	0.498318905495517	0.940301818813928
Smarcal1	719.749066791359	0.00782365783579617	0.00514621711194996	1.52027356514535	0.128442235002295	0.673456443696048
